case_id,case_idx,model,family,section,ground_truth,prediction,prediction_normalized,differentials
18826.0,5,Qwen3.5 9B,on_device_base,Neuroradiology,Tumefactive demyelination with open ring sign,Tumefactive demyelinating lesion,tumefactive demyelinating lesion,"Tumefactive demyelination with open ring sign, Tumefactive demyelinating lesion, CNS neoplasm, Brain metastasis, Brain abscess, Granulomatous disease, Vasculitis, Acute demyelinating encephalitis"
18829.0,7,Qwen3.5 9B,on_device_base,Abdominal imaging,Ischiorectal liposarcoma,Tailgut cyst,tailgut cyst,"Extragonadal germ cell tumour, Ischiorectal liposarcoma, Dermoid cyst, Tailgut cyst, Perineal epidermal cyst, Anterior sacral meningocele"
18836.0,12,Qwen3.5 9B,on_device_base,Paediatric radiology,"OEIS (omphalocele, cloacal exstrophy, imperforate anus, and spinal dysraphism) complex",OEIS (omphalocele,oeis omphalocele,"VACTERL association, Caudal regression syndrome, Pentalogy of Cantrell, Beckwith-Wiedemann syndrome, OEIS (omphalocele, cloacal exstrophy, imperforate anus, and spinal dysraphism) complex"
18851.0,21,Qwen3.5 9B,on_device_base,Chest imaging,Pulmonary arteriovenous malformations,Hypervascular lung metastases,hypervascular lung metastases,"Hypervascular lung metastases, Pulmonary sequestration, Bronchocoele, Pulmonary varix, Pulmonary arterial aneurysm, Pulmonary arteriovenous malformations, Aberrant systemic to pulmonary communications"
18855.0,24,Qwen3.5 9B,on_device_base,Cardiovascular,Malignant mitral valve prolapse with subendocardial late enhancement,Mitral valve prolapse related replacement fibrosis,mitral valve prolapse related replacement fibrosis,"Myocardial replacement fibrosis secondary to Ischemia in LCx territory, Malignant mitral valve prolapse with subendocardial late enhancement, Mitral valve prolapse related replacement fibrosis, Replacement fibrosis related to sarcoidosis, Not specific replacement fibrosis, Hypertrophic cardiomyopathy"
18863.0,28,Qwen3.5 9B,on_device_base,Neuroradiology,White cord syndrome,Compressive myelopathy,compressive myelopathy,"Central cord syndrome, White cord syndrome, Compressive myelopathy, Epidural haematoma"
18881.0,42,Qwen3.5 9B,on_device_base,Paediatric radiology,Duodenum inversum,Redundant duodenum,redundant duodenum,"Duodenum inversum, Redundant duodenum, Intestinal malrotation"
18890.0,45,Qwen3.5 9B,on_device_base,Head & neck imaging,Choroidal detachment and posterior scleritis,Sarcoidosis,sarcoidosis,"Systemic lupus erythematous, Choroidal detachment and posterior scleritis, Acute glaucoma, Sarcoidosis, IgG4 related disease, Vogt-Koyanagi-Harada (VKH) syndrome"
18895.0,48,Qwen3.5 9B,on_device_base,Neuroradiology,SMART syndrome,Posterior reversible encephalopathy,posterior reversible encephalopathy,"Tumour recurrence, Left hemisphere stroke, Organic psychosis exacerbation, SMART syndrome, Post-ictal changes, Posterior reversible encephalopathy"
18897.0,49,Qwen3.5 9B,on_device_base,Musculoskeletal system,Central/low-grade osteosarcoma,Liposarcoma,liposarcoma,"Central/low-grade osteosarcoma, Giant cell tumour, Aneurysmal bone cyst, Metastasis, Liposarcoma, Fibrous dysplasia"
18899.0,50,Qwen3.5 9B,on_device_base,Paediatric radiology,Pyometrocolpos,Hydrometrocolpos,hydrometrocolpos,"Pyometrocolpos, Hematometrocolpos, Hydrometrocolpos, Distended urinary bladder, Ovarian neoplasm"
18906.0,55,Qwen3.5 9B,on_device_base,Neuroradiology,Calcified pseudoneoplasm of the neuraxis,Calcified cavernoma,calcified cavernoma,"Calcified meningioma, Calcified cavernoma, Calcified pseudoneoplasm of the neuraxis, Oligodendrogliomas, Choroid plexus papilloma"
18919.0,61,Qwen3.5 9B,on_device_base,Abdominal imaging,Lymphoepithelial cysts of the pancreas,Mucinous cystic neoplasm,mucinous cystic neoplasm,"Intraductal papillary mucinous neoplasm, Mucinous cystic neoplasm, Lymphoepithelial cysts of the pancreas, Serous cystic neoplasm, Pancreatic pseudocyst, Epidermoid cyst"
18925.0,66,Qwen3.5 9B,on_device_base,Breast imaging,Myoid hamartoma of the breast (MHB),Phyllodes tumour,phyllodes tumour,"Fibroadenoma, Galactocele, Phyllodes tumour, Leiomyosarcoma, Adenomyoepithelioma, Myoid hamartoma of the breast (MHB), Breast carcinoma"
18927.0,68,Qwen3.5 9B,on_device_base,Head & neck imaging,Skull base chondrosarcoma,Skull base chordoma,skull base chordoma,"Skull base chordoma, Skull base chondrosarcoma, Skull base paraganglioma, Giant cell tumour of the skull base, Langerhans cell histiocytosis of the skull base"
18935.0,72,Qwen3.5 9B,on_device_base,Neuroradiology,Intracranial tuberculoma,High-grade glioma,high-grade glioma,"High-grade glioma, Solitary brain metastasis, Intracranial tuberculoma, Infective aetiology (tuberculous/fungal)"
18949.0,79,Qwen3.5 9B,on_device_base,Abdominal imaging,Metastatic melanoma in the gallbladder,Intracholecystic papillary neoplasm,intracholecystic papillary neoplasm,"Metastatic melanoma in the gallbladder, Gallbladder carcinoma, Intracholecystic papillary neoplasm, Renal cell carcinoma metastases, Breast cancer metastases"
18950.0,80,Qwen3.5 9B,on_device_base,Paediatric radiology,Cochlear incomplete partition type III (IP-3),Cochlear incomplete partition type II (IP-2),cochlear incomplete partition type ii ip-2,"Cochlear incomplete partition type I (IP-1), Cochlear incomplete partition type II (IP-2), Cochlear incomplete partition type III (IP-3)"
18961.0,87,Qwen3.5 9B,on_device_base,Abdominal imaging,Low phospholipid-associated cholelithiasis (LPAC) syndrome,Recurrent pyogenic cholangiohepatitis,recurrent pyogenic cholangiohepatitis,"Classical gallblader lithiasis, Recurrent pyogenic cholangiohepatitis, Low phospholipid-associated cholelithiasis (LPAC) syndrome, Caroli disease, Primary sclerosing cholangitis"
18993.0,104,Qwen3.5 9B,on_device_base,Abdominal imaging,Primary hepatic adenosarcoma,Hepatic cholangiocarcinoma,hepatic cholangiocarcinoma,"Hepatic cholangiocarcinoma, Primary hepatic adenosarcoma, Undifferentiated carcinoma (also known as sarcomatoid carcinoma), Hepatic fibroadenoma"
18995.0,105,Qwen3.5 9B,on_device_base,Abdominal imaging,Carcinoma arising from anal fistula,Tailgut cyst,tailgut cyst,"Perianal abscess, Teratoma, Carcinoma arising from anal fistula, Tailgut cyst, Dermoid cyst"
19002.0,111,Qwen3.5 9B,on_device_base,Paediatric radiology,Retroperitoneal ganglioneuroblastoma-intermixed,Ganglioneuroma,ganglioneuroma,"Ganglioneuroma, Neuroblastoma, Retroperitoneal ganglioneuroblastoma-intermixed, Peripheral nerve sheath tumour, Paraganglioma"
19015.0,118,Qwen3.5 9B,on_device_base,Chest imaging,Pulmonary amyloidosis,Malignant neoplasia,malignant neoplasia,"Malignant neoplasia, Metastatic, Rheumatoid nodules, Pulmonary amyloidosis, Fungal lesions, Lymphomas"
19021.0,122,Qwen3.5 9B,on_device_base,Abdominal imaging,Solitary fibrous tumour,Leiomyosarcoma,leiomyosarcoma,"Leiomyosarcoma, Leiomyoma, Dedifferentiated liposarcoma, Angiomyolipoma, Rectal gastrointestinal stromal tumour, Solitary fibrous tumour, Fibroma, Fibrosarcoma, Desmoid tumour, Haemangioma, Angiosarcoma"
19022.0,123,Qwen3.5 9B,on_device_base,Abdominal imaging,Vesico-appendiceal fistula,Vesico-intestinal fistula,vesico-intestinal fistula,"Vesico-appendiceal fistula, Vesico-intestinal fistula, Vesicovaginal fistula"
19024.0,124,Qwen3.5 9B,on_device_base,Chest imaging,Usual interstitial pneumonia secondary to connective tissue disorder,Usual interstitial pneumonia due to idiopathic pulmonary fibrosis,usual interstitial pneumonia due to idiopathic pulmonary fibrosis,"Usual interstitial pneumonia due to idiopathic pulmonary fibrosis, Usual interstitial pneumonia secondary to connective tissue disorder, Non-specific interstitial pneumonia, Lymphoid interstitial pneumonia"
19038.0,133,Qwen3.5 9B,on_device_base,Cardiovascular,Saw-tooth cardiomyopathy,Left ventricular noncompaction,left ventricular noncompaction,"Left ventricular noncompaction, Saw-tooth cardiomyopathy, Hypertrophic cardiomyopathy, Arrhythmogenic cardiomyopathy"
19044.0,136,Qwen3.5 9B,on_device_base,Neuroradiology,Chorea-acanthocytosis,Huntingtonâ€™s disease,huntingtons disease,"Chorea-acanthocytosis, Huntington’s disease, Neuroacanthocytosis syndrome"
19058.0,142,Qwen3.5 9B,on_device_base,Abdominal imaging,Intraductal papillary neoplasm of the bile duct with low-grade dysplasia,Cholangiocarcinoma,cholangiocarcinoma,"Intraductal papillary neoplasm of the bile duct, Intraductal papillary neoplasm of the bile duct with low-grade dysplasia, Cholangiocarcinoma, Intraductal biliary metastasis"
19067.0,150,Qwen3.5 9B,on_device_base,Paediatric radiology,Cystic pulmonary tuberculosis,Birtâ€“Hoggâ€“DubÃ© syndrome,birt-hogg-dubé syndrome,"Pneumocystis jirovecii pneumonia, Lymphoid interstitial pneumonia, Langerhans cell histiocytosis, Cystic pulmonary tuberculosis, Lymphangioleiomyomatosis, Birt–Hogg–Dubé syndrome"
19070.0,152,Qwen3.5 9B,on_device_base,Musculoskeletal system,Clear cell soft tissue sarcoma with melanocytic differentiation,Clear cell sarcoma,clear cell sarcoma,"Clear cell sarcoma, Malignant melanoma, Clear cell soft tissue sarcoma with melanocytic differentiation, Pigment villonodular synovitis with malignant transformation, Synovial sarcoma, Alveolar soft part sarcoma, Malignant peripheral nerve sheath tumour"
19080.0,157,Qwen3.5 9B,on_device_base,Neuroradiology,Brachial plexus schwannomas,Neurofibromas,neurofibromas,"Neurofibromas, Brachial plexus schwannomas, Lymphoma, Brachial plexopathy, Metastases"
19089.0,162,Qwen3.5 9B,on_device_base,Neuroradiology,Spinal epidural abscess,Split hand/split foot malformation (SHFM),split handsplit foot malformation shfm,"Epidural haematoma, Postoperative spinal seroma, Disc herniation, Spinal epidural abscess, Metastatic spinal disease"
19091.0,163,Qwen3.5 9B,on_device_base,Paediatric radiology,Neurocutaneous melanosis,Spinal epidural abscess,spinal epidural abscess,"Subacute haemorrhage, Neurocutaneous melanosis, Subacute ischaemia"
19092.0,164,Qwen3.5 9B,on_device_base,Chest imaging,Primary ciliary dyskinesia,Neurocutaneous melanosis,neurocutaneous melanosis,"Cystic fibrosis, Primary ciliary dyskinesia, Allergic bronchopulmonary aspergillosis (ABPA), Williams–Campbell syndrome"
19094.0,165,Qwen3.5 9B,on_device_base,Paediatric radiology,Osteoblastoma,Primary ciliary dyskinesia,primary ciliary dyskinesia,"Osteoblastoma, Fibrous dysplasia, Telangiectatic osteosarcoma, Giant cell tumour, Ewing sarcoma"
19098.0,166,Qwen3.5 9B,on_device_base,Abdominal imaging,Plexiform neurofibroma,Telangiectatic osteosarcoma,telangiectatic osteosarcoma,"Lymphoma, Plexiform neurofibroma, Malignant peripheral nerve sheath tumour, Dermatofibrosarcoma protuberans, Ganglioneuroma, Gastrointestinal stromal tumour, Metastasis"
19100.0,167,Qwen3.5 9B,on_device_base,Musculoskeletal system,Mycetoma foot,Plexiform neurofibroma,plexiform neurofibroma,"Mycetoma foot, Chronic bacterial osteomyelitis, Tuberculosis"
19101.0,168,Qwen3.5 9B,on_device_base,Neuroradiology,Neuro-Behçet’s disease,Mycetoma foot,mycetoma foot,"Multiple sclerosis, Neuro-Behçet’s disease, Aquaporin-4 IgG-positive neuromyelitis optica spectrum disorders (AQP4-NMOSD), Myelin oligodendrocyte glycoprotein antibody disease (MOGAD), Neurosarcoidosis"
19110.0,170,Qwen3.5 9B,on_device_base,Others,Inflammatory myofibroblastic tumour,Multicystic lymphangioma,multicystic lymphangioma,"Ovarian epithelial cystadenoma, Ovarian epithelial cystadenocarcinoma, Hydrosalpinx, Inflammatory myofibroblastic tumour, Cystic mature teratoma, Retroperitoneal myxoid liposarcoma, Multicystic lymphangioma"
19114.0,171,Qwen3.5 9B,on_device_base,Neuroradiology,Rosette-forming glioneuronal tumour (RGNT),Ependymoma,ependymoma,"Pilocytic astrocytoma, Ependymoma, Dysembryoplastic neuroepithelial tumour (DNET), Rosette-forming glioneuronal tumour (RGNT), Ganglioglioma, Medulloblastoma"
19116.0,173,Qwen3.5 9B,on_device_base,Others,Mixed malignant ovarian germ cell tumour,Dysgerminoma,dysgerminoma,"Dysgerminoma, Yolk sac tumour, Juvenile granulosa cell tumour, Mixed malignant ovarian germ cell tumour, Sertoli–Leydig cell tumour, Immature teratoma"
19119.0,175,Qwen3.5 9B,on_device_base,Paediatric radiology,B-cell acute lymphoblastic lymphoma (small round blue cell tumour),Ewing sarcoma (or other small round blue cell tumour),ewing sarcoma or other small round blue cell tumour,"Osteomyelitis, Osteosarcoma, B-cell acute lymphoblastic lymphoma (small round blue cell tumour), Ewing sarcoma (or other small round blue cell tumour), Langerhans cell histiocytosis, Occult fracture in the early stage"
19138.0,186,Qwen3.5 9B,on_device_base,Musculoskeletal system,Chondroblastic osteosarcoma,Classical osteosarcoma,classical osteosarcoma,"Chondrosarcoma, Chondroblastoma, Chondroblastic osteosarcoma, Classical osteosarcoma"
19141.0,189,Qwen3.5 9B,on_device_base,Neuroradiology,Anaplastic meningioma (WHO Grade III),Haemorrhagic meningioma,haemorrhagic meningioma,"Subacute subdural haematoma, Dural metastasis, Haemorrhagic meningioma, Anaplastic meningioma (WHO Grade III), Lymphoma involving the dura, Infective pachymeningitis"
19149.0,194,Qwen3.5 9B,on_device_base,Paediatric radiology,MASA syndrome,Tubulinopathy,tubulinopathy,"Rhombencephalosynapsis, MASA syndrome, Chiari type II malformation, Tubulinopathy, α-dystroglycanopathies (and Walker–Warburg syndrome), Acquired causes of congenital aqueductal stenosis"
19158.0,200,Qwen3.5 9B,on_device_base,Paediatric radiology,"Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)",Dysplastic cerebellar gangliocytoma,dysplastic cerebellar gangliocytoma,"Dysplastic cerebellar gangliocytoma, Pilocytic astrocytoma, Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion), Oligodendroglioma-like tumour"
19161.0,203,Qwen3.5 9B,on_device_base,Musculoskeletal system,Mycobacterium kansasii tenosynovitis,Tuberculous tenosynovitis,tuberculous tenosynovitis,"Rheumatoid arthritis, Juvenile idiopathic arthritis, Adult Still’s disease, Tuberculous tenosynovitis, Mycobacterium kansasii tenosynovitis, Atypical mycobacterial infection (Mycobacterium marinum), Bacterial tenosynovitis, Fungal infections"
19163.0,205,Qwen3.5 9B,on_device_base,Neuroradiology,"Sturge–Weber syndrome, type 1",Sturgeâ€“Weber syndrome,sturge-weber syndrome,"Meningioangiomatosis, Blue rubber bleb nevus syndrome, Wyburn-Mason syndrome, Sturge–Weber syndrome, type 1, PHACE syndrome"
18819.0,3,Qwen3.5 27B,on_device_base,Uroradiology & genital male imaging,Pure yolk sac tumour,Mixed germinal cell tumour,mixed germinal cell tumour,"Mixed germinal cell tumour, Pure yolk sac tumour, Seminoma, Choriocarcinoma, Teratoma, Lymphoma"
18836.0,12,Qwen3.5 27B,on_device_base,Paediatric radiology,"OEIS (omphalocele, cloacal exstrophy, imperforate anus, and spinal dysraphism) complex",OEIS (omphalocele,oeis omphalocele,"VACTERL association, Caudal regression syndrome, Pentalogy of Cantrell, Beckwith-Wiedemann syndrome, OEIS (omphalocele, cloacal exstrophy, imperforate anus, and spinal dysraphism) complex"
18851.0,21,Qwen3.5 27B,on_device_base,Chest imaging,Pulmonary arteriovenous malformations,Hypervascular lung metastases,hypervascular lung metastases,"Hypervascular lung metastases, Pulmonary sequestration, Bronchocoele, Pulmonary varix, Pulmonary arterial aneurysm, Pulmonary arteriovenous malformations, Aberrant systemic to pulmonary communications"
18855.0,24,Qwen3.5 27B,on_device_base,Cardiovascular,Malignant mitral valve prolapse with subendocardial late enhancement,Mitral valve prolapse related replacement fibrosis,mitral valve prolapse related replacement fibrosis,"Myocardial replacement fibrosis secondary to Ischemia in LCx territory, Malignant mitral valve prolapse with subendocardial late enhancement, Mitral valve prolapse related replacement fibrosis, Replacement fibrosis related to sarcoidosis, Not specific replacement fibrosis, Hypertrophic cardiomyopathy"
18890.0,45,Qwen3.5 27B,on_device_base,Head & neck imaging,Choroidal detachment and posterior scleritis,Sarcoidosis,sarcoidosis,"Systemic lupus erythematous, Choroidal detachment and posterior scleritis, Acute glaucoma, Sarcoidosis, IgG4 related disease, Vogt-Koyanagi-Harada (VKH) syndrome"
18897.0,49,Qwen3.5 27B,on_device_base,Musculoskeletal system,Central/low-grade osteosarcoma,Liposarcoma,liposarcoma,"Central/low-grade osteosarcoma, Giant cell tumour, Aneurysmal bone cyst, Metastasis, Liposarcoma, Fibrous dysplasia"
18899.0,50,Qwen3.5 27B,on_device_base,Paediatric radiology,Pyometrocolpos,Hydrometrocolpos,hydrometrocolpos,"Pyometrocolpos, Hematometrocolpos, Hydrometrocolpos, Distended urinary bladder, Ovarian neoplasm"
18906.0,55,Qwen3.5 27B,on_device_base,Neuroradiology,Calcified pseudoneoplasm of the neuraxis,Calcified cavernoma,calcified cavernoma,"Calcified meningioma, Calcified cavernoma, Calcified pseudoneoplasm of the neuraxis, Oligodendrogliomas, Choroid plexus papilloma"
18919.0,61,Qwen3.5 27B,on_device_base,Abdominal imaging,Lymphoepithelial cysts of the pancreas,Mucinous cystic neoplasm,mucinous cystic neoplasm,"Intraductal papillary mucinous neoplasm, Mucinous cystic neoplasm, Lymphoepithelial cysts of the pancreas, Serous cystic neoplasm, Pancreatic pseudocyst, Epidermoid cyst"
18935.0,72,Qwen3.5 27B,on_device_base,Neuroradiology,Intracranial tuberculoma,Solitary brain metastasis,solitary brain metastasis,"High-grade glioma, Solitary brain metastasis, Intracranial tuberculoma, Infective aetiology (tuberculous/fungal)"
18948.0,78,Qwen3.5 27B,on_device_base,Abdominal imaging,Myelolipoma,Hibernoma,hibernoma,"Liposarcoma, Hibernoma, Haemangioma, Myelolipoma, Fat necrosis"
18951.0,81,Qwen3.5 27B,on_device_base,Cardiovascular,"Biventricular endomyocardial fibrosis [4,6]",Biventricular endomyocardial fibrosis [4,biventricular endomyocardial fibrosis 4,"Apical hypertrophic cardiomyopathy [9], Cardiac amyloidosis [10], Ebstein’s anomaly [11], Left ventricular endomyocardial fibrosis [4,6], Right ventricular endomyocardial fibrosis [4,6], Biventricular endomyocardial fibrosis [4,6]"
18961.0,87,Qwen3.5 27B,on_device_base,Abdominal imaging,Low phospholipid-associated cholelithiasis (LPAC) syndrome,Recurrent pyogenic cholangiohepatitis,recurrent pyogenic cholangiohepatitis,"Classical gallblader lithiasis, Recurrent pyogenic cholangiohepatitis, Low phospholipid-associated cholelithiasis (LPAC) syndrome, Caroli disease, Primary sclerosing cholangitis"
18967.0,91,Qwen3.5 27B,on_device_base,Musculoskeletal system,Solitary bone plasmacytoma,Lymphoma,lymphoma,"Osteolytic metastasis, Pott’s disease, Solitary bone plasmacytoma, Lymphoma, Chronic osteomyelitis, Primary sarcoma"
18969.0,92,Qwen3.5 27B,on_device_base,Musculoskeletal system,Enchondroma,Low-grade chondrosarcoma,low-grade chondrosarcoma,"Low-grade chondrosarcoma, Tubercular dactylitis, Enchondroma, Brown tumour, Giant cell tumour"
19002.0,111,Qwen3.5 27B,on_device_base,Paediatric radiology,Retroperitoneal ganglioneuroblastoma-intermixed,Ganglioneuroma,ganglioneuroma,"Ganglioneuroma, Neuroblastoma, Retroperitoneal ganglioneuroblastoma-intermixed, Peripheral nerve sheath tumour, Paraganglioma"
19015.0,118,Qwen3.5 27B,on_device_base,Chest imaging,Pulmonary amyloidosis,Malignant neoplasia,malignant neoplasia,"Malignant neoplasia, Metastatic, Rheumatoid nodules, Pulmonary amyloidosis, Fungal lesions, Lymphomas"
19021.0,122,Qwen3.5 27B,on_device_base,Abdominal imaging,Solitary fibrous tumour,Rectal gastrointestinal stromal tumour,rectal gastrointestinal stromal tumour,"Leiomyosarcoma, Leiomyoma, Dedifferentiated liposarcoma, Angiomyolipoma, Rectal gastrointestinal stromal tumour, Solitary fibrous tumour, Fibroma, Fibrosarcoma, Desmoid tumour, Haemangioma, Angiosarcoma"
19024.0,124,Qwen3.5 27B,on_device_base,Chest imaging,Usual interstitial pneumonia secondary to connective tissue disorder,Usual interstitial pneumonia due to idiopathic pulmonary fibrosis,usual interstitial pneumonia due to idiopathic pulmonary fibrosis,"Usual interstitial pneumonia due to idiopathic pulmonary fibrosis, Usual interstitial pneumonia secondary to connective tissue disorder, Non-specific interstitial pneumonia, Lymphoid interstitial pneumonia"
19038.0,133,Qwen3.5 27B,on_device_base,Cardiovascular,Saw-tooth cardiomyopathy,Left ventricular noncompaction,left ventricular noncompaction,"Left ventricular noncompaction, Saw-tooth cardiomyopathy, Hypertrophic cardiomyopathy, Arrhythmogenic cardiomyopathy"
19044.0,136,Qwen3.5 27B,on_device_base,Neuroradiology,Chorea-acanthocytosis,Huntingtonâ€™s disease,huntingtons disease,"Chorea-acanthocytosis, Huntington’s disease, Neuroacanthocytosis syndrome"
19058.0,142,Qwen3.5 27B,on_device_base,Abdominal imaging,Intraductal papillary neoplasm of the bile duct with low-grade dysplasia,Cholangiocarcinoma,cholangiocarcinoma,"Intraductal papillary neoplasm of the bile duct, Intraductal papillary neoplasm of the bile duct with low-grade dysplasia, Cholangiocarcinoma, Intraductal biliary metastasis"
19067.0,150,Qwen3.5 27B,on_device_base,Paediatric radiology,Cystic pulmonary tuberculosis,Langerhans cell histiocytosis,langerhans cell histiocytosis,"Pneumocystis jirovecii pneumonia, Lymphoid interstitial pneumonia, Langerhans cell histiocytosis, Cystic pulmonary tuberculosis, Lymphangioleiomyomatosis, Birt–Hogg–Dubé syndrome"
19081.0,158,Qwen3.5 27B,on_device_base,Neuroradiology,Uremic encephalopathy,Hypoglycaemic encephalopathy,hypoglycaemic encephalopathy,"Uremic encephalopathy, Hypoxic-ischaemic encephalopathy, Hypoglycaemic encephalopathy"
19089.0,162,Qwen3.5 27B,on_device_base,Neuroradiology,Spinal epidural abscess,Split hand/split foot malformation (SHFM),split handsplit foot malformation shfm,"Epidural haematoma, Postoperative spinal seroma, Disc herniation, Spinal epidural abscess, Metastatic spinal disease"
19091.0,163,Qwen3.5 27B,on_device_base,Paediatric radiology,Neurocutaneous melanosis,Spinal epidural abscess,spinal epidural abscess,"Subacute haemorrhage, Neurocutaneous melanosis, Subacute ischaemia"
19092.0,164,Qwen3.5 27B,on_device_base,Chest imaging,Primary ciliary dyskinesia,Neurocutaneous melanosis,neurocutaneous melanosis,"Cystic fibrosis, Primary ciliary dyskinesia, Allergic bronchopulmonary aspergillosis (ABPA), Williams–Campbell syndrome"
19094.0,165,Qwen3.5 27B,on_device_base,Paediatric radiology,Osteoblastoma,Primary ciliary dyskinesia,primary ciliary dyskinesia,"Osteoblastoma, Fibrous dysplasia, Telangiectatic osteosarcoma, Giant cell tumour, Ewing sarcoma"
19098.0,166,Qwen3.5 27B,on_device_base,Abdominal imaging,Plexiform neurofibroma,Osteoblastoma,osteoblastoma,"Lymphoma, Plexiform neurofibroma, Malignant peripheral nerve sheath tumour, Dermatofibrosarcoma protuberans, Ganglioneuroma, Gastrointestinal stromal tumour, Metastasis"
19100.0,167,Qwen3.5 27B,on_device_base,Musculoskeletal system,Mycetoma foot,Plexiform neurofibroma,plexiform neurofibroma,"Mycetoma foot, Chronic bacterial osteomyelitis, Tuberculosis"
19101.0,168,Qwen3.5 27B,on_device_base,Neuroradiology,Neuro-Behçet’s disease,Mycetoma foot,mycetoma foot,"Multiple sclerosis, Neuro-Behçet’s disease, Aquaporin-4 IgG-positive neuromyelitis optica spectrum disorders (AQP4-NMOSD), Myelin oligodendrocyte glycoprotein antibody disease (MOGAD), Neurosarcoidosis"
19110.0,170,Qwen3.5 27B,on_device_base,Others,Inflammatory myofibroblastic tumour,Retroperitoneal myxoid liposarcoma,retroperitoneal myxoid liposarcoma,"Ovarian epithelial cystadenoma, Ovarian epithelial cystadenocarcinoma, Hydrosalpinx, Inflammatory myofibroblastic tumour, Cystic mature teratoma, Retroperitoneal myxoid liposarcoma, Multicystic lymphangioma"
19114.0,171,Qwen3.5 27B,on_device_base,Neuroradiology,Rosette-forming glioneuronal tumour (RGNT),Ependymoma,ependymoma,"Pilocytic astrocytoma, Ependymoma, Dysembryoplastic neuroepithelial tumour (DNET), Rosette-forming glioneuronal tumour (RGNT), Ganglioglioma, Medulloblastoma"
19116.0,173,Qwen3.5 27B,on_device_base,Others,Mixed malignant ovarian germ cell tumour,Dysgerminoma,dysgerminoma,"Dysgerminoma, Yolk sac tumour, Juvenile granulosa cell tumour, Mixed malignant ovarian germ cell tumour, Sertoli–Leydig cell tumour, Immature teratoma"
19119.0,175,Qwen3.5 27B,on_device_base,Paediatric radiology,B-cell acute lymphoblastic lymphoma (small round blue cell tumour),Ewing sarcoma (or other small round blue cell tumour),ewing sarcoma or other small round blue cell tumour,"Osteomyelitis, Osteosarcoma, B-cell acute lymphoblastic lymphoma (small round blue cell tumour), Ewing sarcoma (or other small round blue cell tumour), Langerhans cell histiocytosis, Occult fracture in the early stage"
19138.0,186,Qwen3.5 27B,on_device_base,Musculoskeletal system,Chondroblastic osteosarcoma,Classical osteosarcoma,classical osteosarcoma,"Chondrosarcoma, Chondroblastoma, Chondroblastic osteosarcoma, Classical osteosarcoma"
19141.0,189,Qwen3.5 27B,on_device_base,Neuroradiology,Anaplastic meningioma (WHO Grade III),Haemorrhagic meningioma,haemorrhagic meningioma,"Subacute subdural haematoma, Dural metastasis, Haemorrhagic meningioma, Anaplastic meningioma (WHO Grade III), Lymphoma involving the dura, Infective pachymeningitis"
19149.0,194,Qwen3.5 27B,on_device_base,Paediatric radiology,MASA syndrome,Tubulinopathy,tubulinopathy,"Rhombencephalosynapsis, MASA syndrome, Chiari type II malformation, Tubulinopathy, α-dystroglycanopathies (and Walker–Warburg syndrome), Acquired causes of congenital aqueductal stenosis"
19158.0,200,Qwen3.5 27B,on_device_base,Paediatric radiology,"Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)",Dysplastic cerebellar gangliocytoma,dysplastic cerebellar gangliocytoma,"Dysplastic cerebellar gangliocytoma, Pilocytic astrocytoma, Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion), Oligodendroglioma-like tumour"
19161.0,203,Qwen3.5 27B,on_device_base,Musculoskeletal system,Mycobacterium kansasii tenosynovitis,Tuberculous tenosynovitis,tuberculous tenosynovitis,"Rheumatoid arthritis, Juvenile idiopathic arthritis, Adult Still’s disease, Tuberculous tenosynovitis, Mycobacterium kansasii tenosynovitis, Atypical mycobacterial infection (Mycobacterium marinum), Bacterial tenosynovitis, Fungal infections"
19163.0,205,Qwen3.5 27B,on_device_base,Neuroradiology,"Sturge–Weber syndrome, type 1",Sturgeâ€“Weber syndrome,sturge-weber syndrome,"Meningioangiomatosis, Blue rubber bleb nevus syndrome, Wyburn-Mason syndrome, Sturge–Weber syndrome, type 1, PHACE syndrome"
18826.0,5,Qwen3.5 35B,on_device_base,Neuroradiology,Tumefactive demyelination with open ring sign,Tumefactive demyelinating lesion,tumefactive demyelinating lesion,"Tumefactive demyelination with open ring sign, Tumefactive demyelinating lesion, CNS neoplasm, Brain metastasis, Brain abscess, Granulomatous disease, Vasculitis, Acute demyelinating encephalitis"
18851.0,21,Qwen3.5 35B,on_device_base,Chest imaging,Pulmonary arteriovenous malformations,Hypervascular lung metastases,hypervascular lung metastases,"Hypervascular lung metastases, Pulmonary sequestration, Bronchocoele, Pulmonary varix, Pulmonary arterial aneurysm, Pulmonary arteriovenous malformations, Aberrant systemic to pulmonary communications"
