6,Topic,Type,Question,GT,gpt5-0807-m1,gpt5-0807-m2,gpt5-0807-m3,gpt-5.1-1113-m1,gpt-5.1-1113-m2,gpt-5.1-1113-m3,gpt-5.2-1211-m1,gpt-5.2-1211-m2,gpt-5.2-1211-m3,gpt-5-mini-0807-m1,gpt-5-mini-0807-m2,gpt-5-mini-0807-m3,o4-mini-m1,o4-mini-m2,o4-mini-m3,gemini-3.1-pro-m1,gemini-3.1-pro-m2,gemini-3.1-pro-m3,ds-r1-0528-v1,ds-r1-0528-v2,ds-r1-0528-v3,oss20b (L) v1,oss20b (L) v2,oss20b (L) v3,oss20b (M) v1,oss20b (M) v2,oss20b (M) v3,oss20b (H) v1,oss20b (H) v2,oss20b (H) v3,oss120b (L) v1,oss120b (L) v2,oss120b (L) v3,oss120b (M) v1,oss120b (M) v2,oss120b (M) v3,oss120b (H) v1,oss120b (H) v2,oss120b (H) v3,qwen3.5 35B v1,qwen3.5 35B v2,qwen3.5 35B v3,qwen3.5 9B v1,qwen3.5 9B v2,qwen3.5 9B v3,qwen3.5 27B v1,qwen3.5 27B v2,qwen3.5 27B v3
52.0,Refractive Disorders/Strabismus,Management,"A 20-year-old male presents with progressive decline in visual acuity in the left eye. Examination reveals distance visual acuity: 0.8 in the right eye (OD) and 0.2 in the left eye (OS). No strabismus is observed. Slit-lamp and funduscopy examinations show no significant organic abnormalities. Near visual acuity measurements are Jr1 (OD) and Jr5 (OS). Refraction results: OD: -1.00D cyl ×20°, achieving a corrected visual acuity of 1.0; OS: -2.00DS/-6.00D cyl ×160°, achieving a corrected visual acuity of 0.4. Lateral examination reveals a conical protrusion of the cornea in the affected eye.  

[Single-choice Question] The most appropriate treatment option for this patient is:  
A. Spectacles  
B. Soft contact lenses  
C. Rigid gas permeable (RGP) contact lenses  
D. PMMA contact lenses  
E. Bifocal spectacles  ",C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
53.0,Ocular Trauma,Diagnosis,"Patient, male, 30 years old, presents with acute vision loss in the right eye and exophthalmos following basal skull fracture. Examination reveals Vod 0.2, Vos 0.9. Right eyelid edema, conjunctival vascular dilation resembling ""caput medusae"" pattern, optic disc edema, retinal hemorrhage, pulsatile proptosis in the primary gaze position with an audible vascular bruit in the right eye.

[Single-choice question] The preliminary diagnosis for this patient is:  
A. Orbital cellulitis  
B. Intraorbital hemorrhage  
C. Carotid-cavernous fistula  
D. Cavernous sinus thrombosis  
E. Encephalocele  ",C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
54.0,Ocular Trauma,Management,"A 30-year-old male patient presented with sudden decreased visual acuity in the right eye and proptosis following a basal skull fracture. Examination findings include:  
- **Vod 0.2**, **Vos 0.9**.  
- Right eyelid edema, conjunctival vascular engorgement resembling ""caput medusae"" (serpentine vessels).  
- Fundoscopic findings: optic disc edema and retinal hemorrhages.  
- Right eye exhibits pulsatile proptosis in the primary position with an audible vascular bruit.  

[Single-choice Question] Which of the following phenomena would **NOT** occur upon compression of the **affected carotid artery** in this patient?  

A. Weakening of ocular pulsation  
B. Increased proptosis  
C. Diminished vascular bruit  
D. Significant reduction in the patient’s subjective perception of a pulse-synchronous bruit near the ear  
E. Slowed pulse rate  ",B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,BE,BE,B,B,BE,B,BE,BE,B,B,BE,B,B,B,B,B,B,B,EH,B,B,B,B,B,B,B,B
55.0,External Eye/Orbital Diseases,Diagnosis,"Male, 45 years old, presents with bilateral eyelid swelling that has been progressively worsening over 2 years. Examination reveals symmetrical enlargement of both lacrinal glands with soft consistency, mobility, and no tenderness. The patient also exhibits bilateral swelling of the sublingual, submandibular, and parotid glands.  

[Single-choice Question] The most likely diagnosis is:  
A. Acute dacryoadenitis  
B. Mikulicz disease  
C. Pleomorphic adenoma of the lacrimal gland  
D. Chronic dacryoadenitis  
E. Dermoid cyst  ",B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
56.0,External Eye/Orbital Diseases,Management,"A 45-year-old male patient presents with bilateral eyelid swelling that has been progressively worsening over 2 years. Examination reveals bilateral symmetrical enlargement of the lacrimal glands, which are soft, mobile, and non-tender on palpation. The patient also exhibits swelling of the bilateral sublingual, submandibular, and parotid glands.  

[Single-choice Question]  
The first-line treatment for this condition is:  
A. Systemic antibiotic therapy  
B. Radiotherapy  
C. Chemotherapy  
D. Systemic corticosteroid administration  
E. Surgical excision of the enlarged glands  ",D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
57.0,Ocular Trauma,Management,"Male, 54 years old, presents with right eye redness, pain, and vision loss for 10 days. Ten days ago, he sustained a right eye injury caused by a corn leaf, after which he developed photophobia, tearing, eye redness, pain, and progressive vision decline in the right eye. Ophthalmic examination reveals:  
- **Vod 0.05**  
- **Conjunctival mixed congestion (++)**  
- **Central corneal infiltrate with a toothpaste-like appearance**  
- **Satellite lesions observed**  
- **Hypopyon approximately 1 mm in height**  

[Single-choice Question]  
**What is the first diagnostic test to perform for this patient?**  
A. Corneal scraping for Gram staining  
B. 10% potassium hydroxide (KOH) wet mount preparation for hyphae  
C. Fungal culture  
D. Corneal biopsy  
E. Confocal microscopy  ",B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
58.0,Ocular Trauma,Diagnosis,"Male, 54 years old, presents with right eye redness, pain, and vision decline for 10 days. Ten days ago, the right eye was scratched by a corn leaf, followed by photophobia, tearing, ocular redness, eye pain, and progressive vision decline. Ocular examination reveals: Vod 0.05, conjunctival mixed congestion (++), a central corneal infiltrate with toothpaste-like appearance, satellite lesions observed, and hypopyon approximately 1mm in height.

[Single-choice question] The most likely diagnosis for this patient is ()
A. Bacterial corneal ulcer  
B. Viral corneal ulcer  
C. Fungal corneal ulcer  
D. Acanthamoeba keratitis  
E. Neurotrophic keratitis  ",C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,A,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
59.0,Ocular Trauma,Management,"Male, 54 years old, presents with right eye redness, pain, and vision loss for 10 days. Ten days ago, he sustained a right eye injury from a corn leaf, followed by photophobia, tearing, redness, ocular pain, and progressive vision loss in the right eye. Ophthalmic examination reveals:  
- **Vod**: 0.05  
- **Conjunctival mixed congestion** (++),  
- **Central corneal infiltrate** with a toothpaste-like appearance and satellite lesions,  
- **Hypopyon** approximately 1 mm.  

[Single-choice Question] **Which of the following is INCORRECT regarding fungal corneal ulcers?**  
A. Often associated with a history of plant-related trauma.  
B. May occur secondary to other corneal epithelial defects.  
C. Linked to a history of upper respiratory tract infection.  
D. More prevalent in warm, humid climates.  
E. May develop after prolonged high-dose systemic antibiotic use.  ",C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CE,CE,C,C,C,C,C,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
60.0,Ocular Trauma,Diagnosis,"Male, 54 years old, presents with right eye redness, pain, and vision loss for 10 days. Ten days ago, the right eye was scratched by a corn leaf, followed by photophobia, tearing, conjunctival hyperemia, ocular pain, and progressive vision loss. Ophthalmic examination findings: Vod 0.05, conjunctival mixed congestion (++), a central corneal infiltrate with a toothpaste-like appearance, satellite lesions observed, and approximately 1 mm of hypopyon in the anterior chamber.  

[Single Choice Question] **Satellite lesions in the cornea may also be observed in**:  
A. Bacterial keratitis  
B. Viral keratitis  
C. Acanthamoeba keratitis  
D. Neurotrophic keratitis  
E. Mooren's ulcer  ",C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,C,C,C,C,C,C,,A,C,AC,AC,C,AC,AC,C,AC,A,A,C,A,C,C,AC,A,A,C,C,C,B,C,B,C,C,C
61.0,Ocular Trauma,Management,"Male, 54 years old, presents with right eye redness, pain, and vision loss for 10 days. The symptoms began after sustaining a corneal injury from a corn leaf 10 days prior, followed by progressive photophobia, lacrimation, conjunctival injection, ocular pain, and worsening vision.  
**Ophthalmic Examination**:  
- Visual acuity (Vod): 0.05  
- Conjunctival mixed congestion (++).  
- Central corneal infiltrate with a ""toothpaste-like"" morphology and satellite lesions.  
- Hypopyon approximately 1 mm in height.  

**[Single-choice Question] Which of the following is INCORRECT regarding pharmacological management for this patient?**  

A. Frequent instillation of antifungal eye drops.  
B. Systemic antifungal agents administered as appropriate.  
C. Topical corticosteroids used judiciously.  
D. Topical nonsteroidal anti-inflammatory drugs (NSAIDs) used judiciously.  
E. Mydriatics administered as appropriate.  ",C,C,C,C,CD,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D,C,D,D,D,D,D,D,D,D,D,C,C,D,D,D,D,C,D,C,C,C,C,C,C,C,C,C
62.0,Ocular Trauma,Management,"Male, 54 years old, presents with a 10-day history of right eye redness, pain, and vision loss. The symptoms began after sustaining a corn leaf injury to the right eye 10 days ago, followed by photophobia, tearing, eye redness, pain, and progressive vision decline. Ophthalmic examination reveals: **Vod 0.05**, **conjunctival mixed congestion (++)**, a **central corneal infiltrate with a toothpaste-like appearance**, **satellite lesions**, and **hypopyon approximately 1 mm in height**.  

[Single-choice question] **Regarding surgical treatment for this patient, which of the following is incorrect? ( )**  
A. Debridement  
B. Anterior chamber irrigation  
C. Penetrating keratoplasty  
D. Lamellar keratoplasty  
E. Conjunctival flap covering ",D,E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,B,B,B,E,E,E,D,D,D,D,D,D,D,D,BD,B,B,B,D,D,B,B,B,B,B,D,B,C,B,B,B,E,B
63.0,Retinal Diseases,Diagnosis,"Male, 62 years old, presented with decreased vision in the right eye for 1 month. **Examination findings**: VOD 0.2, VOS 1.0. The anterior segment of the right eye showed no significant abnormalities, with clear vitreous. A brown-black spherical elevation approximately 6 PD in diameter was observed subretinally in the superotemporal equatorial and peripheral regions of the right eye. The lesion exhibited dilated retinal vessels, uneven pigmentation, and mild elevation of the surrounding retina.  

[Single-choice Question] **Which condition should be highly suspected in this patient first?**  
A. Choroidal hemangioma  
B. Choroidal malignant melanoma  
C. Choroidal melanocytic nevus  
D. Choroidal metastatic carcinoma  
E. Choroidal osteoma  ",B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,B,B,B
64.0,Retinal Diseases,Management,"Male, 62 years old. Presents with decreased vision in the right eye for 1 month. Examination findings: BCVA OD 0.2, BCVA OS 1.0. No significant abnormalities in the anterior segment of the right eye. Vitreous is clear. A **brown-black, spherical subretinal elevation** approximately **6 disc diameters in size** is observed in the **pre-equatorial and peripheral retina** of the right eye (temporal superior quadrant), with dilated retinal vessels and uneven pigmentation on its surface, surrounded by mild retinal elevation.

[Single-choice question] Which clinical examinations are appropriate for further diagnosis in this patient?  

A. Scleral transillumination test  
B. FFA (Fundus Fluorescein Angiography)  
C. MRI  
D. B-scan ultrasonography  
E. All of the above  ",E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,BD,D,BD,BCD,BCD,BCD,BCD,BD,BCD,E,E,BCD,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E
65.0,Retinal Diseases,Management,"A 62-year-old male patient presents with decreased vision in the right eye for one month. Examination findings:  
- **VOD** 0.2, **VOS** 1.0.  
- **Right eye anterior segment**: No significant abnormalities.  
- **Vitreous**: Clear.  
- **Fundus examination**: A dark brown spherical elevation approximately 6 PD in diameter is observed subretinally in the superotemporal quadrant, anterior to the equator and peripheral retina. The lesion exhibits dilated retinal vessels on the surface, uneven pigmentation, and mild elevation of the surrounding retina.  

[Single Choice Question]  
If the patient is in good systemic health, and the tumor is located anterior to the equator on the temporal side with a thickness of 4 mm and diameter of 8 mm, the most appropriate treatment is:  
A. Clinical observation  
B. Chemotherapy  
C. Laser therapy  
D. Local tumor resection  
E. Enucleation  ",D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,E,E,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,E,E,D
66.0,Glaucoma,Diagnosis,"Female, 38 years old, presented with visual field defect in the left eye. Examination revealed left eye visual acuity 1.0, clear cornea, peripheral anterior chamber shallowing, pupil reactive to light, fundus examination normal, and intraocular pressure (IOP) of 40 mmHg.

[Multiple Choice Question] The most likely diagnosis is ()  
A. Primary open-angle glaucoma  
B. Acute angle-closure glaucoma  
C. Chronic angle-closure glaucoma  
D. Malignant glaucoma  
E. Uveitic glaucoma (Iridocyclitic glaucoma)  ",C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
67.0,Glaucoma,Management,"Female, 38 years old, presented with a visual field defect in the left eye. Examination revealed left eye visual acuity of 1.0, clear cornea, **shallow peripheral anterior chamber**, **pupil reactive to light**, and fundus examination findings. Intraocular pressure (IOP) was 40 mmHg.  
**[Multiple Choice Question]** Essential diagnostic tests to perform include ( )  
A. A-scan ultrasonography  
B. B-scan ultrasonography  
C. Gonioscopy  
D. Fluorescein angiography  
E. Dark room test  
",C,CE,CE,CE,CE,C,C,CE,CE,CE,C,C,C,CE,CE,CE,ABC,ACE,AC,CE,CE,CE,AC,C,AC,C,AC,C,C,C,C,C,C,C,C,C,C,C,CE,AC,C,C,C,C,C,C,C,ACE,C
68.0,Glaucoma,Management,"Female, 38 years old, presented with left eye visual field defect. Examination findings: left eye visual acuity 1.0, clear cornea, shallow peripheral anterior chamber, pupil reactive to light, fundus examination unremarkable, intraocular pressure 40 mmHg.  
[Multiple-choice Question] The preferred initial treatment is ()  
A. Peripheral iridectomy  
B. Trabeculectomy  
C. Glaucoma drainage device implantation  
D. Cyclocryotherapy  
E. Laser trabeculoplasty  ",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
69.0,External Eye/Orbital Diseases,Management,"Female, 30 years old, presents with progressively worsening bilateral ptosis over 1 year, with symptom improvement after rest or sleep.  
[Multiple Choice Question (Select all that apply)]  
This presentation is most likely indicative of which of the following conditions?  
A. Eyelid mass  
B. Congenital ptosis  
C. Myasthenia gravis  
D. Incomplete oculomotor nerve palsy  
E. Trachoma  ",C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
70.0,External Eye/Orbital Diseases,Management,"Female, 30 years old, presents with progressively worsening bilateral ptosis over 1 year, with symptoms improving after rest or sleep.

[Multiple-choice question] Which of the following tests is most helpful for differential diagnosis? ()
A. Dark room test  
B. Red glass test  
C. Fistula test  
D. Neostigmine test  
E. Water drinking test  ",D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
71.0,Ocular Trauma,Diagnosis,"Male, farmer, presented to the clinic with blurred vision in the right eye for 1 month following injury by a grain projectile. Examination: Right eye visual acuity 0.5, conjunctival congestion, yellowish-white corneal lesion with soiled appearance accompanied by hypopyon.

[Multiple-choice question] The most likely diagnosis is ( )  
A. Pseudomonas aeruginosa (pyocyanic) corneal ulcer  
B. Fungal corneal ulcer  
C. Mooren's corneal ulcer  
D. Viral corneal ulcer  
E. Gonococcal corneal ulcer  ",B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
72.0,Ocular Trauma,Management,"A male farmer, presented with blurred vision in the right eye for 1 month after sustaining a grain projectile injury. Examination revealed: right eye visual acuity 0.5, conjunctival congestion, yellow-white necrotic infiltrate on the cornea, and hypopyon.

[Multiple-choice Question] The most effective treatment for this patient is:  
A. Ofloxacin eye drops  
B. Amphotericin B eye drops  
C. Ribavirin (Antiviral) eye drops  
D. Boric acid eye drops  
E. Dexamethasone eye drops  ",B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
73.0,External Eye/Orbital Diseases,Diagnosis,"Male, 10 years old, presents with right eye swelling, pain, and headache for 2 days. Examination findings: T: 39.2°C, a furuncle on the right side of the nasal tip. **Ocular findings**: Visual acuity OD 0.8, OS 1.2; +++ erythema and edema of the upper and lower eyelid skin on the right eye; mild proptosis of the right eye; ++ conjunctival injection and chemosis; clear cornea; anterior chamber flare (-); no fundus abnormalities; severe pain on ocular movement in the right eye; left eye (-).  

**[Multiple Choice Question]** The **most likely diagnosis** is:  
A. Facial abscess secondary to orbital cellulitis  
B. Cavernous sinus thrombosis  
C. Orbital abscess  
D. Orbital osteomyelitis  
E. Acute dacryocystitis  ",A,C,B,C,C,C,C,B,B,B,C,C,C,C,C,C,A,A,A,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C,B,C,B,C,B,C,C,C,C,B,C
74.0,External Eye/Orbital Diseases,Management,"A 10-year-old male patient presents with right eye swelling, pain, and headache for 2 days. Examination findings: T: 39.2°C, a furuncle on the right side of the nasal tip. Ocular findings: Visual acuity OD 0.8, OS 1.2; severe erythema and edema (+++) of the upper and lower eyelid skin on the right eye; mild proptosis of the right eye; conjunctival chemosis and hyperemia (++); clear cornea; anterior chamber flare (-); normal fundus; severe pain on ocular movement of the right eye; left eye normal.  

**[Multiple-choice Question]**  
Which of the following tests is most critical for diagnosing this condition?  
A. Complete blood count  
B. Lacrimal duct irrigation  
C. Ocular ultrasound  
D. Complete blood count + orbital CT  
E. Carotid angiography  ",D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
75.0,External Eye/Orbital Diseases,Diagnosis,"A 10-year-old male presents with right eyelid swelling, pain, and headache for 2 days. Physical examination reveals: T: 39.2°C, a furuncle on the right side of the nasal tip. Ocular findings: Visual acuity OD 0.8, OS 1.2; +++ erythema and edema of the upper and lower eyelid skin OD; mild proptosis OD; ++ conjunctival congestion and chemosis OD; clear cornea; no anterior chamber flare (-); normal fundus OD; severe pain on ocular movement OD; OS (-).  

**[Multiple Choice Question]** After hospitalization, the patient develops severe headache, moderate limitation of left eye abduction, and optic disc edema OD. What is the **most likely diagnosis** at this stage?  

A. Facial abscess complicated by orbital cellulitis  
B. Cavernous sinus thrombosis  
C. Orbital abscess  
D. Orbital osteomyelitis  
E. Intracranial infection  ",B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
76.0,External Eye/Orbital Diseases,Management,"Male, 10 years old, presents with right eye swelling, pain accompanied by headache for 2 days. Examination findings: T: 39.2°C, a furuncle on the right side of the nasal tip. **Ocular findings**: VA: Right 0.8, Left 1.2; severe erythema and swelling (+++) of the upper and lower eyelid skin on the right eye; mild proptosis of the right eye; conjunctival chemosis and edema (++), clear cornea, anterior chamber flare (-), unremarkable fundus; severe pain on right eye movement; left eye (-). After hospitalization, the patient developed severe headache, moderate limitation in left eye abduction, and right fundus showing papilledema.  

**[Multiple-choice Question]** The patient’s severe headache and left eye abduction limitation most likely involves which nerves?  
A. Trigeminal nerve, oculomotor nerve  
B. Trigeminal nerve, abducens nerve  
C. Oculomotor nerve, abducens nerve  
D. Oculomotor nerve, trochlear nerve  
E. Trochlear nerve, abducens nerve  ",B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
77.0,Ocular Trauma,Management,"A patient sustained bilateral ocular burns caused by 1% ammonia solution  
[Multiple Choice Question] The correct first-aid measures are:  
()  
A. Immediate transportation to the hospital  
B. On-site irrigation with water  
C. Antibiotic prophylaxis  
D. Analgesia  
E. Corticosteroid therapy  ",B,ABD,ABD,ABD,ABD,ABD,ABD,ABD,ABD,ABD,ABD,ABD,ABD,ABD,BCDE,ABD,B,B,B,B,,B,AB,AB,AB,AB,AB,AB,AB,AB,B,AB,AB,B,B,B,AB,B,AB,AB,B,B,B,AB,AB,B,B,AB,B
78.0,Ocular Trauma,Management,"A patient sustained chemical burns in both eyes from a 1% ammonia solution.  
[Multiple Choice Question]  
The severity of the corneal injury primarily depends on ()  
A. pH level (acidity/alkalinity) of the causative agent  
B. Duration of exposure to the causative agent  
C. Clues transportation to the hospital for treatment  
D. Administration of antibiotics to prevent infection  
E. Concentration of the causative agent  ",ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,A,A,AB,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE,ABE
79.0,Ocular Trauma,Management,"A patient sustains bilateral ocular burns with 1% ammonia solution  
[Multiple-choice Question]  
The natural course of clinical pathology is primarily determined by:  
(  )  
A. Acute phase management  
B. Liquefactive phase management  
C. Repair phase management  
D. Complication management  
E. Patient's immune resistance  ",A,AB,A,AB,A,A,AB,A,A,AB,B,B,B,E,B,A,ACD,ACD,ACD,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
80.0,Ocular Trauma,Management,"A patient sustained chemical burns in both eyes from a 1% ammonia solution.  
[Multiple-choice Question]  
The most severe complication of ocular chemical injury is:  
( )  
A. Corneal perforation  
B. Corneal leukoma  
C. Anterior uveitis  
D. Symblepharon  
E. Cataract  ",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
81.0,Glaucoma,Diagnosis,"Male, 60 years old, hyperopic, underwent trabeculectomy in the left eye for angle-closure glaucoma, complains of ocular distension and pain on postoperative day 1. Examination reveals absence of the anterior chamber in the left eye with intraocular pressure of 40 mmHg.

[Multiple Choice Question] The most likely diagnosis is ()  
A. Overly patent filtration  
B. Malignant glaucoma  
C. Anterior chamber non-formation  
D. Filtration ostium blocked by blood clot  
E. Choroidal detachment  ",B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,B,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,B,B
82.0,Glaucoma,Management,"A 60-year-old male patient with hyperopia underwent trabeculectomy in the left eye for angle-closure glaucoma. On the first postoperative day, he complained of ocular distension and pain. Examination revealed absence of the anterior chamber and intraocular pressure (IOP) of 40 mmHg in the left eye.  

[Multiple Choice Question]  
**Which of the following treatments is contraindicated in this patient?** ( )  
A. Mannitol  
B. Topical and systemic corticosteroids  
C. Atropine eye drops  
D. Pilocarpine  
E. Acetazolamide ",D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,D,D,D,D
83.0,Ocular Trauma,Management,"A 32-year-old male presents with blunt trauma to the right eye sustained 1 hour ago. Examination findings: Right eye visual acuity is counting fingers at 20 cm, subconjunctival hemorrhage, a 5 mm corneal wound extending to the limbus with incarcerated iris, vitreous hemorrhage, and an unclear fundus view.  

[Multiple-choice Question] Which of the following is/are correct regarding the management of the wound?  
A. Suture the corneal wound is unnecessary after repositioning the iris.  
B. Suture the corneal wound after irrigating the iris with antibiotic solution; no further intervention for the iris is required.  
C. Apply a pressure patch to the right eye; no wound intervention is needed.  
D. Explore for scleral wounds. If present, excise the incarcerated iris and ciliary body, then suture the corneoscleral wound.  
E. Explore for scleral wounds. If present, irrigate the iris and ciliary body with antibiotic solution, reposition them, and suture the corneoscleral wound.  ",E,E,E,E,E,E,E,E,E,E,BE,BE,BE,E,E,E,E,E,E,E,E,E,E,E,BE,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,E,E,E
84.0,Ocular Trauma,Management,"A 32-year-old male presents with blunt trauma to the right eye sustained 1 hour ago. Examination findings: Visual acuity in the right eye: Counting fingers at 20cm, subconjunctival hemorrhage, a 5mm corneal wound extending to the limbus, iris incarceration, vitreous hemorrhage, and obscured fundus view.  

**[Multiple-choice Question]**  
Which of the following statements are correct regarding suturing of the corneoscleral wound?  

A. Suture the scleral wound first, followed by the corneal wound.  
B. Begin suturing near the pupillary end of the corneal wound and advance gradually toward the sclera.  
C. Suture the scleral wound from posterior to anterior while sequentially exposing the wound edges.  
D. Place an initial anchoring suture at the corneoscleral limbus, then suture the corneal wound followed by the scleral wound.  
E. All of the above are correct.  ",D,ABC,BCD,AC,CD,CD,ACD,CD,CD,CD,ABC,ABC,ABC,ABC,BD,BCD,D,D,D,A,CD,D,BCD,AC,D,ABC,BCD,ABC,BCD,D,BCD,CD,AC,BCD,CD,BCD,D,BCD,BCD,CD,E,E,A,A,A,A,A,ABC,E
85.0,Ocular Trauma,Management,"A 32-year-old male presented with blunt trauma to the right eye 1 hour prior. Examination findings: Right eye visual acuity - counting fingers at 20cm, subconjunctival hemorrhage, a 5mm full-thickness corneal wound extending to the limbus with iris incarceration, vitreous hemorrhage, and obscured fundus view.

[Multiple Choice Question] Which of the following represents correct management of vitreous hemorrhage in this context?
A. Perform vitrectomy immediately after wound repair
B. Perform vitrectomy 1-2 weeks post-injury
C. Perform vitrectomy 3-4 weeks post-injury
D. Perform vitrectomy 4-6 weeks post-injury
E. Perform vitrectomy 2-3 months post-injury",B,B,B,B,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,BC,B,D,B,A,B,D,D,B,B,B,D,B,B,D,B,D,A,A,C,C,C,A,A,A
86.0,Anterior Segment Diseases,Diagnosis,"One day after corneal foreign body removal, the patient presents with photophobia, tearing, decreased visual acuity, mixed conjunctival congestion, a yellow-white lesion on the corneal surface, and hypopyon.  
[Multiple-choice question] The most likely diagnosis is ( )  
A. Serpiginous corneal ulcer  
B. Corroding corneal ulcer  
C. Pseudomonas aeruginosa (pyocyanic bacillus) corneal ulcer  
D. Fungal corneal ulcer  
E. Viral corneal ulcer  ",C,A,A,A,A,A,A,A,A,A,C,C,C,C,BC,C,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
